Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,Rating
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,1.82,82,42,4.8,T
Dungeon Hunter Alliance,PSV,2012,Action,0.2,49,34,6.4,T
Ys: Memories of Celceta,PSV,2012,Action,0.24,82,56,8.8,T
Gravity Rush,PSV,2012,Action,0.56,83,73,8.5,T
Lumines: Electronic Symphony,PSV,2012,Misc,0.23,83,65,7.8,E
DiRT Showdown,PS3,2012,Racing,0.18,75,27,6.3,E10+
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,0.44,74,35,7.2,T
Rabbids Land,WiiU,2012,Misc,0.03,52,26,5.2,E10+
Rune Factory 4,3DS,2012,Role-Playing,0.57,78,33,8.1,E10+
Call of Duty Black Ops: Declassified,PSV,2012,Action,1.47,33,58,4.8,M
Spec Ops: The Line,PC,2012,Shooter,0.23,76,16,8.2,M
Alan Wake,PC,2012,Action,0.06,83,30,8,T
Madden NFL 13,X360,2012,Sports,2.86,81,36,5.8,E
Hitman: Absolution,PC,2012,Action,0.24,79,26,7,M
The Secret World,PC,2012,Role-Playing,0.17,74,55,8.2,M
Doom 3 BFG Edition,PS3,2012,Shooter,0.57,67,16,6.4,M
Tiger Woods PGA Tour 13,X360,2012,Sports,0.51,77,47,5.6,E
Zone of the Enders HD Collection,X360,2012,Simulation,0.2,75,21,8.8,M
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,0.17,71,13,4.9,M
Ninja Gaiden 3,X360,2012,Action,0.25,58,39,4.4,M
Tekken 3D: Prime Edition,3DS,2012,Fighting,0.2,64,42,5.9,T
Family Guy: Back to the Multiverse,X360,2012,Action,0.25,39,28,5,M
Doom 3 BFG Edition,PC,2012,Shooter,0.03,59,12,5.3,M
Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,1.47,79,75,7.2,M
NBA 2K13,X360,2012,Sports,3,88,41,7.2,E
Silent Hill HD Collection,X360,2012,Action,0.19,69,17,5.6,M
Fist of the North Star: Ken's Rage 2,PS3,2012,Fighting,0.3,49,19,7,M
LEGO Batman 2: DC Super Heroes,PSV,2012,Action,0.33,62,9,6.7,E10+
Ridge Racer Unbounded,X360,2012,Racing,0.11,71,59,7.7,T
LittleBigPlanet Karting,PS3,2012,Action,0.87,73,69,6.9,E
Dynasty Warriors 7: Empires,PS3,2012,Action,0.14,63,20,8,T
Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,0.85,81,34,7.6,M
Tekken Tag Tournament 2,PS3,2012,Fighting,0.85,82,50,8.2,T
Scribblenauts: Unlimited,WiiU,2012,Action,0.37,73,42,7.4,E10+
XCOM: Enemy Unknown,PC,2012,Strategy,0.71,89,57,8.2,M
The Testament of Sherlock Holmes,X360,2012,Adventure,0.02,64,24,7.6,M
UFC Undisputed 3,X360,2012,Action,0.99,85,60,7.6,T
Darksiders II,PS3,2012,Action,0.84,84,39,7.1,M
Persona 4: Golden,PSV,2012,Role-Playing,1.12,93,61,9.2,M
Marvel Avengers: Battle for Earth,X360,2012,Action,0.02,62,11,7.3,T
 Tales of Xillia 2,PS3,2012,Role-Playing,0.84,71,59,7.9,T
Pro Evolution Soccer 2013,PC,2012,Sports,0.08,80,8,6.9,E
Your Shape: Fitness Evolved 2013,WiiU,2012,Action,0.13,76,8,6.3,E10+
Madden NFL 13,PS3,2012,Sports,0.01,83,22,5.5,E
Animal Crossing: New Leaf,3DS,2012,Simulation,9.16,88,70,8.7,E
ZombiU,WiiU,2012,Action,1.01,77,70,7.7,M
Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,0.87,80,71,7.7,M
LEGO The Lord of the Rings,PSV,2012,Action,0.28,54,8,5.6,E10+
The Darkness II,PC,2012,Shooter,0.14,77,20,7.6,M
Fable: The Journey,X360,2012,Role-Playing,0.28,61,70,4.8,T
[Prototype 2],PC,2012,Action,0.11,76,12,6.4,M
Just Dance 4,WiiU,2012,Misc,0.37,66,14,7.8,E10+
Far Cry 3,PC,2012,Shooter,0.96,88,43,8.2,M
Game of Thrones,PC,2012,Role-Playing,0.08,58,23,6.5,M
Medal of Honor: Warfighter,X360,2012,Action,1.15,53,43,5.4,M
Dokuro,PSV,2012,Action,0.01,76,26,8,E10+
Mass Effect 3,PC,2012,Role-Playing,0.97,89,23,5.5,M
NCAA Football 13,PS3,2012,Action,0.89,79,9,4.1,E
Risen 2: Dark Waters,X360,2012,Role-Playing,0.14,60,18,6,M
Sniper Elite V2,X360,2012,Shooter,0.84,67,37,6.8,M
Nintendo Land,WiiU,2012,Misc,4.42,77,61,7.9,E10+
Resident Evil: Revelations,3DS,2012,Action,0.88,82,78,8.5,M
SSX,X360,2012,Sports,0.7,82,65,6.4,E
Warriors Orochi 3 Hyper,WiiU,2012,Action,0.08,64,18,7.4,T
Halo 4,X360,2012,Shooter,9.71,87,87,7,M
Sleeping Dogs,X360,2012,Action,0.87,80,47,7.9,M
Brain Age: Concentration Training,3DS,2012,Puzzle,0.09,71,11,7.9,E
Crush3D,3DS,2012,Platform,0.12,71,32,7.4,E10+
Ridge Racer Unbounded,PC,2012,Racing,0.02,72,9,6,T
Fantasy Life,3DS,2012,Role-Playing,1.13,73,51,8.6,E10+
New Super Mario Bros. 2,3DS,2012,Platform,9.9,78,70,7.2,E
FIFA Soccer 13,PS3,2012,Action,8.16,88,37,6.6,E
Pokemon Conquest,DS,2012,Role-Playing,1.02,80,40,8.2,E
Pro Evolution Soccer 2013,X360,2012,Sports,0.31,82,33,6.9,E
SoulCalibur V,PS3,2012,Fighting,0.75,81,53,6.7,T
Assassin's Creed III,WiiU,2012,Action,0.35,85,26,7.1,M
LEGO Batman 2: DC Super Heroes,3DS,2012,Action,0.75,72,6,5.2,E10+
Darksiders II,X360,2012,Action,0.79,83,63,8,M
Game Party: Champions,WiiU,2012,Action,0.13,24,8,3.5,E
Assassin's Creed III,PS3,2012,Action,6.45,85,41,6.9,M
[Prototype 2],X360,2012,Action,0.79,74,69,7,M
Sorcery,PS3,2012,Action,0.29,70,52,7.3,E10+
UFC Undisputed 3,PS3,2012,Action,1.03,86,30,7.4,T
Modnation Racers: Road Trip,PSV,2012,Racing,0.29,62,51,6.4,E
Steel Battalion: Heavy Armor,X360,2012,Misc,0.13,38,58,2.4,M
Dragon's Dogma,X360,2012,Role-Playing,0.79,75,59,7.8,M
F1 2012,PS3,2012,Racing,1.03,81,23,7.5,E
Tekken Tag Tournament 2,X360,2012,Fighting,0.34,83,35,7.5,T
Sleeping Dogs,PS3,2012,Action,1.04,83,40,7.7,M
Sleeping Dogs,PC,2012,Action,0.12,81,23,8.2,M
NBA 2K13,WiiU,2012,Sports,0.13,85,17,7,E
Resident Evil: Operation Raccoon City,X360,2012,Action,0.77,52,56,4.9,M
Madden NFL 13,PSV,2012,Sports,0.3,63,6,7.3,E
LEGO The Lord of the Rings,PS3,2012,Action,1.05,82,16,8.3,E10+
Skylanders Giants,PS3,2012,Action,1.06,77,21,6.3,E10+
F1 Race Stars,PS3,2012,Racing,0.32,61,27,5.6,E
Persona 4: Arena,X360,2012,Fighting,0.13,83,21,7.3,T
[Prototype 2],PS3,2012,Action,0.74,79,39,6.8,M
Street Fighter X Tekken,PS3,2012,Fighting,0.83,84,51,5.3,T
Reality Fighters,PSV,2012,Fighting,0.12,54,39,3.8,T
FIFA Soccer 13,3DS,2012,Action,0.29,68,4,3.7,E
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,0.73,74,23,7.1,T
Starhawk,PS3,2012,Action,0.29,77,71,7.8,T
Devil May Cry HD Collection,PS3,2012,Action,0.82,74,27,8.8,M
ESPN: Sports Connection,WiiU,2012,Sports,0.36,31,13,2.7,E
Dance Central 3,X360,2012,Misc,0.81,86,43,8,T
Wipeout 2048,PSV,2012,Racing,0.35,79,63,8.2,E10+
Assassin's Creed III,X360,2012,Action,5.29,84,61,6.7,M
Persona 4: Arena,PS3,2012,Fighting,0.73,86,47,7.7,T
Style Savvy: Trendsetters,3DS,2012,Simulation,0.73,76,5,8,E
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,0.8,79,69,8.5,T
Diablo III,PC,2012,Role-Playing,5.14,88,86,4,M
FIFA Soccer 13,X360,2012,Action,5.16,90,48,6.1,E
NCAA Football 13,X360,2012,Action,1.09,76,20,5.5,E
Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,0.3,81,25,6.6,M
New Super Mario Bros. U,WiiU,2012,Platform,5.22,84,70,8.1,E
NASCAR The Game: Inside Line,PS3,2012,Racing,0.08,76,4,4.5,E
Just Dance 4,Wii,2012,Misc,6.76,74,10,7.3,E10+
Marvel Avengers: Battle for Earth,WiiU,2012,Action,0.12,50,10,5,T
Blades of Time,PS3,2012,Action,0.1,53,19,7.2,M
NeverDead,PS3,2012,Shooter,0.12,50,32,4.7,M
Skylanders Giants,3DS,2012,Action,0.14,59,9,5,E10+
MLB 12: The Show,PS3,2012,Sports,0.92,87,23,7.5,E
Call of Duty: Black Ops II,PS3,2012,Shooter,13.79,83,21,5.3,M
Blades of Time,X360,2012,Action,0.1,52,23,6.5,M
NHL 13,X360,2012,Sports,0.66,83,44,6.6,E10+
LEGO The Lord of the Rings,X360,2012,Action,1.23,80,49,8.5,E10+
Sing Party,WiiU,2012,Misc,0.27,60,21,5.4,E10+
Dragon Ball Z for Kinect,X360,2012,Fighting,0.01,49,32,2.1,T
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,Shooter,0.95,79,18,6.9,M
Just Dance 4,X360,2012,Misc,1.18,77,23,7.7,E10+
One Piece: Pirate Warriors,PS3,2012,Action,1.18,64,33,6.5,T
Resident Evil: Operation Raccoon City,PS3,2012,Action,1.17,52,36,4.9,M
PlayStation All-Stars Battle Royale,PS3,2012,Action,0.95,74,69,7.3,T
Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,0.11,75,13,7.8,T
Syndicate,PS3,2012,Shooter,0.14,75,29,6.5,M
Call of Duty: Black Ops II,X360,2012,Shooter,13.67,83,73,4.8,M
The Darkness II,PS3,2012,Shooter,0.32,79,28,7.6,M
The Witcher 2: Assassins of Kings,X360,2012,Action,0.9,88,82,8.3,M
Silent Hill HD Collection,PS3,2012,Action,0.32,70,33,4.8,M
Rayman Origins,PC,2012,Platform,0.08,86,11,8.4,E10+
SSX,PS3,2012,Sports,0.91,81,38,6.8,E
F1 Race Stars,X360,2012,Racing,0.27,64,33,5.7,E
Metal Gear Solid: Snake Eater 3D,3DS,2012,Action,0.38,78,46,7.8,M
Harvest Moon 3D: A New Beginning,3DS,2012,Action,0.91,74,21,8.2,E
Street Fighter X Tekken,PC,2012,Fighting,0.02,79,8,6.4,T
F1 2012,PC,2012,Racing,0.15,80,15,6.9,E
Mortal Kombat,PSV,2012,Fighting,0.65,85,51,7.8,M
WWE '13,Wii,2012,Action,0.15,74,4,6,T
Rayman Origins,3DS,2012,Platform,0.15,71,8,6.3,E10+
Need for Speed: Most Wanted,PC,2012,Racing,0.08,82,19,8.5,T
Lollipop Chainsaw,PS3,2012,Action,0.66,67,37,7.1,M
F1 Race Stars,PC,2012,Racing,0.02,62,8,5.4,E
LEGO Batman 2: DC Super Heroes,PS3,2012,Action,1.19,81,28,7.5,E10+
Kirby's Dream Collection: Special Edition,Wii,2012,Action,0.67,82,6,8.8,E10+
Mario Tennis Open,3DS,2012,Sports,0.95,69,58,6.9,E
Transformers: Fall of Cybertron,PC,2012,Action,0.01,78,13,7.9,T
FIFA Street,PS3,2012,Sports,1.23,76,36,6.4,E
NeverDead,X360,2012,Shooter,0.1,52,46,5.5,M
Dead or Alive 5,PS3,2012,Fighting,0.64,74,34,7.7,M
Tropico 4: Modern Times,PC,2012,Strategy,0.02,78,11,8,T
Borderlands 2,PC,2012,Shooter,0.93,89,38,8.2,M
LittleBigPlanet PS Vita,PSV,2012,Platform,1.25,88,71,8.6,E
NHL 13,PS3,2012,Sports,0.64,84,22,6.8,E10+
NASCAR The Game: Inside Line,X360,2012,Racing,0.1,72,7,3.4,E
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,0.07,49,24,5.5,T
Dead or Alive 5,X360,2012,Fighting,0.32,76,39,7.9,M
FIFA Street,X360,2012,Sports,0.89,77,47,6.7,E
Skylanders Giants,WiiU,2012,Action,0.37,80,8,6.9,E10+
Farming Simulator 2013,PC,2012,Simulation,0.96,65,12,7.5,E
Sniper Elite V2,PS3,2012,Shooter,0.96,70,21,6.9,M
Medal of Honor: Warfighter,PC,2012,Action,0.33,55,30,5.4,M
Silent Hill: Downpour,X360,2012,Action,0.32,68,38,7.3,M
Binary Domain,PS3,2012,Action,0.33,72,33,8.2,M
Assassin's Creed III,PC,2012,Action,0.93,80,21,6.2,M
Injustice: Gods Among Us,WiiU,2013,Fighting,0.19,82,5,7.9,T
The Bureau: XCOM Declassified,X360,2013,Shooter,0.21,68,30,6.7,M
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,0.05,58,9,6.5,E10+
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,0.12,62,11,7.7,M
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,0.93,77,32,7.9,T
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,0.23,64,35,7.5,T
Remember Me,PS3,2013,Action,0.32,72,37,7.4,M
Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,0.8,86,14,8.5,T
Killzone: Mercenary,PSV,2013,Shooter,0.8,78,86,8.9,M
Dead Island: Riptide,X360,2013,Action,0.78,57,43,6.3,M
Pro Evolution Soccer 2014,PC,2013,Action,0.1,74,9,4.4,E
Call of Duty: Ghosts,WiiU,2013,Shooter,0.34,69,6,3.4,M
Rayman Legends,X360,2013,Platform,0.43,90,35,8.2,E10+
Madden NFL 25,XOne,2013,Sports,0.81,73,18,5.9,E
Fairy Fencer F,PS3,2013,Role-Playing,0.19,65,31,7.4,T
BioShock Infinite,PS3,2013,Shooter,1.69,94,27,8.5,M
Contrast,PC,2013,Platform,0.01,62,24,7.7,T
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,0.23,77,20,7.5,T
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,0.3,83,16,8.3,T
DuckTales: Remastered,PC,2013,Action,0.02,66,6,7.6,E
Forza Motorsport 5,XOne,2013,Racing,2.2,79,76,5.9,E
StarCraft II: Heart of the Swarm,PC,2013,Strategy,1.67,86,68,7.9,T
Metro: Last Light,PC,2013,Action,0.19,82,71,8.6,M
Need for Speed Rivals,X360,2013,Racing,0.79,76,12,5.4,E10+
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,0.19,82,13,7.4,M
Dragon's Crown,PS3,2013,Role-Playing,0.53,82,62,8.3,T
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,0.1,71,17,6.3,E10+
NBA Live 14,PS4,2013,Sports,0.24,43,25,2.7,E
Killer is Dead,X360,2013,Action,0.12,64,38,7.2,M
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,0.21,74,37,8.1,T
Pro Evolution Soccer 2014,X360,2013,Action,0.24,80,23,4.3,E
Disney Magical World,3DS,2013,Adventure,0.92,71,27,7.5,E
Saints Row IV,PC,2013,Action,0.19,86,45,7.4,M
FIFA 14,PS3,2013,Sports,6.47,86,37,4.3,E
NHL 14,X360,2013,Sports,0.54,81,30,5.9,E10+
Deadpool,X360,2013,Action,0.43,62,49,7.4,M
F1 2013,X360,2013,Racing,0.3,79,29,6.6,E
Saints Row IV,X360,2013,Action,1.66,81,42,6.5,M
Angry Birds Star Wars,PS4,2013,Strategy,0.21,47,5,2,E
NBA 2K14,PS3,2013,Sports,2.11,84,26,4.9,E
Beyond: Two Souls,PS3,2013,Adventure,1.63,70,98,8.1,M
DmC: Devil May Cry,PS3,2013,Action,0.79,85,40,5.3,M
Hometown Story,3DS,2013,Role-Playing,0.43,47,14,6,E10+
Terraria,PSV,2013,Action,0.1,85,17,7.8,T
LEGO Marvel Super Heroes,PS4,2013,Action,1.62,83,22,7.7,E10+
Company of Heroes 2,PC,2013,Strategy,0.34,80,82,2.1,M
Payday 2,PS3,2013,Shooter,0.43,74,12,6.2,M
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,0.1,68,7,6.2,E10+
Resident Evil: Revelations,WiiU,2013,Action,0.19,80,19,7.5,M
LEGO Friends,3DS,2013,Action,0.04,43,4,8.3,E
Dead Space 3,PS3,2013,Action,0.96,76,37,6.4,M
Armored Core: Verdict Day,PS3,2013,Simulation,0.12,66,18,7.4,T
LEGO Marvel Super Heroes,X360,2013,Action,2.22,80,37,7.6,E10+
DuckTales: Remastered,PS3,2013,Action,0.05,75,31,7.4,E
NBA Live 14,XOne,2013,Sports,0.2,36,14,3.1,E
Madden NFL 25,PS3,2013,Sports,1.87,76,19,4.1,E
Deadpool,PS3,2013,Action,0.45,61,27,7.2,M
Dead Space 3,X360,2013,Action,0.98,78,68,6.4,M
LEGO Marvel Super Heroes,PS3,2013,Action,1.84,82,22,7.9,E10+
Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,0.98,82,58,7.5,M
Lost Planet 3,PC,2013,Shooter,0.04,61,17,6.2,T
Batman: Arkham Origins,WiiU,2013,Action,0.31,68,5,7.4,T
Lost Planet 3,PS3,2013,Shooter,0.21,61,30,5.5,T
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,0.2,86,12,7.7,T
LEGO Marvel Super Heroes,3DS,2013,Action,0.9,61,4,5.2,E10+
Madden NFL 25,PS4,2013,Sports,0.9,74,13,5.2,E
Killer is Dead,PS3,2013,Action,0.23,64,39,7.9,M
Steins;Gate,PSV,2013,Adventure,0.1,83,16,9.2,M
Battlefield 4,XOne,2013,Shooter,2.02,81,5,6.6,M
Call of Duty: Ghosts,X360,2013,Shooter,10.25,73,29,2.6,M
Need for Speed Rivals,PS4,2013,Racing,1.98,80,53,6.2,E10+
BioShock Infinite,X360,2013,Shooter,1.93,93,33,8.5,M
Sonic Lost World,3DS,2013,Platform,0.49,59,34,6.5,E10+
Disney's Planes,WiiU,2013,Simulation,0.2,51,10,5.3,E
Batman: Arkham Origins,PS3,2013,Action,2.29,76,46,7.7,T
Sniper: Ghost Warrior 2,X360,2013,Shooter,0.2,52,33,5.7,M
Mario Party: Island Tour,3DS,2013,Misc,1.92,57,47,6.3,E
Batman: Arkham Origins,X360,2013,Action,1.88,74,46,7.5,T
Batman: Arkham Origins,PC,2013,Action,0.31,74,17,7.5,T
The Witch and the Hundred Knight,PS3,2013,Role-Playing,0.2,53,44,7.5,T
Diablo III,PS3,2013,Role-Playing,1.91,86,43,6.4,M
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,0.33,80,55,8.1,M
ArmA III,PC,2013,Shooter,0.11,74,38,7.4,M
Sniper: Ghost Warrior 2,PS3,2013,Shooter,0.33,52,15,6,M
Disney Infinity,PS3,2013,Action,0.97,75,21,5.9,E10+
Drakengard 3,PS3,2013,Role-Playing,0.31,61,33,7.7,M
Pro Evolution Soccer 2014,PS3,2013,Action,0.95,78,39,4.1,E
Doki-Doki Universe,PSV,2013,Adventure,0.01,66,7,5.7,E10+
Crysis 3,PS3,2013,Shooter,0.87,77,23,6.3,M
New Super Luigi U,WiiU,2013,Platform,2.24,77,59,7.9,E
DmC: Devil May Cry,X360,2013,Action,0.44,86,65,5.1,M
Madden NFL 25,X360,2013,Sports,2.23,80,32,5.6,E
Skylanders SWAP Force,PS3,2013,Platform,1.02,83,31,5.3,E10+
The Bureau: XCOM Declassified,PC,2013,Shooter,0.05,66,45,6.5,M
Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,0.94,84,27,7.7,M
Knack,PS4,2013,Platform,1.73,54,83,6.5,E10+
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,0.12,77,7,7.3,E10+
Grand Theft Auto V,X360,2013,Action,16.27,97,58,8.1,M
Grand Theft Auto V,PS3,2013,Action,21.04,97,50,8.2,M
Fighter Within,XOne,2013,Fighting,0.19,23,39,3,T
Metal Gear Rising: Revengeance,X360,2013,Action,0.48,82,46,7.8,M
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,0.12,75,5,7.8,M
NBA 2K14,X360,2013,Sports,2.52,87,23,4.9,E
Lost Planet 3,X360,2013,Shooter,0.12,58,43,5.8,T
Just Dance 2014,XOne,2013,Misc,0.45,71,6,7,E10+
NCAA Football 14,PS3,2013,Sports,0.84,77,9,6.2,E
Hitman: HD Trilogy,PS3,2013,Action,0.21,71,20,7.6,M
Resident Evil: Revelations,PC,2013,Action,0.04,77,12,7,M
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,0.51,70,16,7.7,T
Payday 2,PC,2013,Shooter,0.05,79,51,3.4,M
MLB 13: The Show,PSV,2013,Sports,0.11,75,7,7.5,E
Defiance,PC,2013,Shooter,0.21,64,40,6.5,M
Wii Fit U,WiiU,2013,Sports,0.85,72,19,7.7,E
The Walking Dead: Survival Instinct,PS3,2013,Shooter,0.51,34,14,3.6,M
Call of Duty: Ghosts,PS3,2013,Shooter,9.36,71,10,2.6,M
Mind Zero,PSV,2013,Role-Playing,0.1,59,13,6,T
God of War: Ascension,PS3,2013,Action,2.25,80,89,7.5,M
Soul Sacrifice,PSV,2013,Role-Playing,0.51,77,71,8.2,M
Crysis 3,X360,2013,Shooter,0.9,76,45,6.7,M
Just Dance 2014,X360,2013,Misc,0.99,79,16,7.8,E10+
Wii Party U,WiiU,2013,Misc,1.75,65,38,6.8,E
LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,0.31,65,5,3.6,E10+
NBA 2K14,XOne,2013,Sports,0.91,86,15,5.7,E
Beyblade Evolution,3DS,2013,Action,0.04,49,7,6.3,E
Saints Row IV,PS3,2013,Action,1.25,76,26,6.3,M
Injustice: Gods Among Us,X360,2013,Fighting,1.38,81,63,7.9,T
Luigi's Mansion: Dark Moon,3DS,2013,Action,4.59,86,74,8.4,E
Shin Megami Tensei IV,3DS,2013,Role-Playing,0.58,83,48,8.3,M
Hatsune Miku: Project Diva f,PS3,2013,Misc,0.28,73,10,8.4,T
Skylanders SWAP Force,WiiU,2013,Platform,0.58,89,7,6,E10+
Diablo III,X360,2013,Role-Playing,1.41,87,42,6.6,M
Demon Gaze,PSV,2013,Role-Playing,0.17,70,38,7.4,T
Mugen Souls Z,PS3,2013,Role-Playing,0.07,57,26,6.4,T
Putty Squad,PS4,2013,Platform,0.16,38,8,2.9,E10+
Battle Princess of Arcadias,PS3,2013,Role-Playing,0.02,69,22,7.9,T
BioShock Infinite,PC,2013,Shooter,0.66,94,68,8.5,M
Ride to Hell,X360,2013,Racing,0.06,19,14,1.3,M
Rayman Legends,WiiU,2013,Platform,0.66,92,35,8.7,E10+
FIFA 14,PS4,2013,Sports,3.01,87,26,6.3,E
Criminal Girls: Invite Only,PSV,2013,Role-Playing,0.06,55,31,6.7,M
GRID 2,PC,2013,Racing,0.06,80,17,5.7,E
Need for Speed Rivals,PC,2013,Racing,0.25,76,16,3.3,E10+
Ryse: Son of Rome,XOne,2013,Action,1.38,60,77,6.1,M
Tearaway,PSV,2013,Adventure,0.61,87,82,8.9,E
Metal Gear Rising: Revengeance,PS3,2013,Action,1.42,80,61,7.9,M
One Piece: Pirate Warriors 2,PS3,2013,Action,0.66,71,35,7.8,T
Disney Infinity,WiiU,2013,Action,0.6,71,10,7.6,E10+
Invizimals: The Alliance,PSV,2013,Action,0.08,69,16,6.8,E10+
DuckTales: Remastered,WiiU,2013,Action,0.06,76,10,7.9,E
Angry Birds Star Wars,PS3,2013,Strategy,0.29,49,6,3.6,E
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,0.17,62,24,7.6,M
Assassin's Creed IV: Black Flag,WiiU,2013,Action,0.29,86,5,7.7,M
Payday 2,X360,2013,Shooter,0.57,75,18,6.3,M
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,0.26,80,41,8.2,T
Rayman Legends,PS3,2013,Platform,0.58,91,23,8.7,E10+
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,0.16,68,4,6.8,T
Summon Night 5,PSP,2013,Role-Playing,0.15,74,7,8.3,T
SimCity (2013),PC,2013,Simulation,1.42,64,75,2.2,E10+
The Bureau: XCOM Declassified,PS3,2013,Shooter,0.25,69,22,6.7,M
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,0.58,71,53,8.3,T
LEGO Marvel Super Heroes,PC,2013,Action,0.17,78,7,8.1,E10+
Terraria,PS3,2013,Action,0.41,81,12,7.9,T
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,0.08,51,6,3.1,E10+
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,0.02,40,4,5.8,M
Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,0.4,93,4,9,M
Sniper Elite V2,WiiU,2013,Shooter,0.02,58,5,5.8,M
Farming Simulator 2013,PS3,2013,Simulation,0.14,40,17,2.9,E
Just Dance 2014,WiiU,2013,Misc,0.6,72,13,7.6,E10+
The Wonderful 101,WiiU,2013,Action,0.4,78,75,8.5,T
Dead Island: Riptide,PS3,2013,Action,0.6,62,25,5.9,M
FIFA 14,PC,2013,Sports,0.4,87,6,4.6,E
Battlefield 4,PC,2013,Shooter,1.35,81,52,6,M
X Rebirth,PC,2013,Simulation,0.08,33,24,3.3,T
GRID 2,PS3,2013,Racing,0.37,82,20,6.6,E
Army of Two: The Devil's Cartel,X360,2013,Shooter,0.26,54,55,6.2,M
Puppeteer,PS3,2013,Platform,0.26,80,75,8.5,E10+
Just Dance 2014,PS3,2013,Misc,0.38,77,6,7.1,E10+
Gran Turismo 6,PS3,2013,Racing,3.23,81,81,7.7,E
Army of Two: The Devil's Cartel,PS3,2013,Shooter,0.28,58,27,6.7,M
FIFA 14,XOne,2013,Sports,1.16,88,22,5.8,E
Assassin's Creed IV: Black Flag,X360,2013,Action,3.3,86,35,7.9,M
Angry Birds Star Wars,X360,2013,Strategy,0.28,59,3,5.6,E
Need for Speed Rivals,XOne,2013,Racing,0.69,75,18,5.8,E10+
Sniper: Ghost Warrior 2,PC,2013,Shooter,0.08,52,24,5.8,M
Angry Birds Star Wars,XOne,2013,Strategy,0.16,53,4,6.9,E
Super Mario 3D World,WiiU,2013,Platform,4.32,93,83,9,E
Injustice: Gods Among Us,PS3,2013,Fighting,1.18,78,37,7.9,T
GRID 2,X360,2013,Racing,0.27,78,51,5.8,E
Tiger Woods PGA Tour 14,PS3,2013,Sports,0.37,74,28,3.8,E
WWE 2K14,PS3,2013,Sports,1.14,74,22,7.5,T
FIFA 14,X360,2013,Sports,4.22,84,41,4.2,E
Resident Evil: Revelations,X360,2013,Action,0.26,75,30,7.4,M
Skylanders SWAP Force,X360,2013,Platform,1.32,83,37,5.7,E10+
XBLAZE Code: Embryo,PSV,2013,Adventure,0.03,43,5,7.4,M
Aliens: Colonial Marines,PS3,2013,Shooter,0.6,43,25,3.6,M
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,0.08,49,7,5.1,E10+
Terraria,X360,2013,Action,0.67,81,39,7.2,T
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,3.1,91,81,8.9,E
The Guided Fate Paradox,PS3,2013,Role-Playing,0.07,74,27,7.8,T
Battlefield 4,PS3,2013,Shooter,3.49,80,14,5.8,M
Battlefield 4,X360,2013,Shooter,3.48,79,21,5.6,M
Farming Simulator 2013,X360,2013,Simulation,0.38,33,12,6.2,E
Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,1.07,66,62,5.9,T
